Theta1,Theta2,Omega1,Omega2
29,-49,-6.434187655188847,41.442560459993
29,-50,-6.100770107754316,40.59113758071888
29,-51,-5.776978400992482,39.774651494811856
29,-52,-5.462212597914739,38.99113872343592
29,-53,-5.155916459577319,38.2387859430936
29,-54,-4.857573343825362,37.51591615677113
29,-55,-4.5667025487405875,36.82097637739117
29,-56,-4.282856045058372,36.152526634737086
29,-57,-4.005615549633359,35.50923014352882
29,-58,-3.7345898986321737,34.88984449273311
29,-59,-3.4694126847245013,34.29321373517787
29,-60,-3.2097401272963437,33.71826127267895
29,-61,-2.955249148759956,33.16398344564801
29,-62,-2.7056356334970078,32.62944374791302
29,-63,-2.4606128489375134,32.11376759756688
29,-64,-2.2199100108254908,31.61613760332744
29,-65,-1.9832709769165868,31.13578927336107
29,-66,-1.7504530552467095,30.67200711997349
29,-67,-1.5212259147490705,30.224121119158927
30,-39,-10.7317910442627,52.91912931831836
30,-40,-10.252956887404041,51.55641672373705
30,-41,-9.793638311595423,50.26157038294053
30,-42,-9.352402644562863,49.02978695141959
30,-43,-8.927949067808177,47.85671162018072
30,-44,-8.51909359112633,46.73838720222602
30,-45,-8.124756028514225,45.671210010230865
30,-46,-7.743948670814937,44.65189149210963
30,-47,-7.3757664022918545,43.67742476705012
30,-48,-7.019378050455476,42.74505534750891
30,-49,-6.674018792855279,41.85225544932353
30,-50,-6.33898347274861,40.99670138776125
30,-51,-6.013620698780821,40.1762536361077
30,-52,-5.697327623013742,39.38893918854658
30,-53,-5.389545307580974,38.63293592316768
30,-54,-5.089754603532312,37.906558706013136
30,-55,-4.797472476539444,37.208247014769164
30,-56,-4.512248723458474,36.53655389235093
30,-57,-4.233663031595663,35.89013606727296
30,-58,-3.961322339154661,35.26774510020916
30,-59,-3.694858460963019,34.66821943522521
30,-60,-3.4339259483515066,34.09047725038334
30,-61,-3.178200156130147,33.53351001624639
30,-62,-2.9273754930836,32.996376682628046
30,-63,-2.6811638353890186,32.47819842406918
30,-64,-2.4392930849202545,31.978153883229798
30,-65,-2.201505856607171,31.49547485889144
30,-66,-1.9675582809218986,31.029442391747576
30,-67,-1.7372189092100891,30.579383206774217
30,-68,-1.510267711012303,30.144666475845472
31,-39,-10.987946789369634,53.36614283319897
31,-40,-10.506946361231293,51.99726525411558
31,-41,-10.045549803673145,50.696560959370906
31,-42,-9.602317962935404,49.45920487386886
31,-43,-9.17594413554756,48.280822487227695
31,-44,-8.765238974869717,47.157438709924286
31,-45,-8.369117408079651,46.08543355136023
31,-46,-7.986587257571492,45.061503581864805
31,-47,-7.616739312816741,44.08262831733652
31,-48,-7.258738641057186,43.14604080878332
31,-49,-6.911816959744737,42.24920183621228
31,-50,-6.575265921969996,41.38977720241693
31,-51,-6.248431189449059,40.56561770134987
31,-52,-5.930707186927525,39.77474140121119
31,-53,-5.621532447874248,39.01531793671391
31,-54,-5.320385474681462,38.285654550264205
31,-55,-5.026781047747791,37.584183659662074
31,-56,-4.740266927186275,36.90945176171161
31,-57,-4.460420898786124,36.26010950789545
31,-58,-4.186848122518453,35.63490281088138
31,-59,-3.9191787475214315,35.03266485979402
31,-60,-3.65706576229761,34.452308938475404
31,-61,-3.400183052944865,33.892821954847406
31,-62,-3.148223645736877,33.35325860136246
31,-63,-2.900898113363246,32.83273607670812
31,-64,-2.657933126711386,32.33042930767999
31,-65,-2.419070136287367,31.84556661767628
31,-66,-2.184064169284558,31.37742579478019
31,-67,-1.9526827299625462,30.925330518035594
31,-68,-1.7247047924323546,30.488647105416494
31,-69,-1.4999198761889934,30.066781551249278
32,-39,-11.2407554994419,53.79690050400316
32,-40,-10.757735317413836,52.42227491378887
32,-41,-10.294401323967246,51.11610887222444
32,-42,-9.849308322236693,49.87355704339151
32,-43,-9.421144121813892,48.69022654803822
32,-44,-9.008714381910584,47.56212560496712
32,-45,-8.610929473409113,46.48561902299024
32,-46,-8.22679305248158,45.45738950110835
32,-47,-7.855392090761932,44.47440387199946
32,-48,-7.495888149551854,43.53388356806229
32,-49,-7.147509720231986,42.63327870694453
32,-50,-6.809545481495519,41.770245289984985
32,-51,-6.481338347447083,40.94262508647225
32,-52,-6.162280199980118,40.14842784233842
32,-53,-5.851807214926889,39.38581550646674
32,-54,-5.5493957048753,38.6530882132578
32,-55,-5.254558412753468,37.94867179812609
32,-56,-4.966841199688064,37.2711066545158
32,-57,-4.685820078561757,36.61903776790228
32,-58,-4.411098551385213,35.991205784954346
32,-59,-4.1423052142674095,35.38643899527747
32,-60,-3.8790915985857306,34.80364611951779
32,-61,-3.6211302210633414,34.24180981155385
32,-62,-3.368112818970132,33.69998079442662
32,-63,-3.119748749670513,33.177272559880244
32,-64,-2.8757635363241456,32.672856570171156
32,-65,-2.635897543769989,32.185957908374434
32,-66,-2.3999047705437495,31.71585132995576
32,-67,-2.167551744639398,31.261857674040773
32,-68,-1.9386165120650425,30.82334059772905
32,-69,-1.7128877084935739,30.399703601076293
33,-39,-11.490140166497385,54.211271117771545
33,-40,-11.00524736320617,52.83131624069745
33,-41,-10.540117069893961,51.520086323142635
33,-42,-10.093298486810633,50.27271724430274
33,-43,-9.663474336316046,49.08479909416942
33,-44,-9.249445647281345,47.952324615806056
33,-45,-8.850118566205024,46.87164452474954
33,-46,-8.464492886533153,45.83942865915425
33,-47,-8.091652040179381,44.85263209240975
33,-48,-7.730754337901869,43.90846548468426
33,-49,-7.381025280018967,43.004369067984776
33,-50,-7.041750787501826,42.137989756200255
33,-51,-6.712271226998343,41.30716095137319
33,-52,-6.391976122788449,40.50988468341831
33,-53,-6.080299464814134,39.74431577527735
33,-54,-5.776715535379222,39.008747771140776
33,-55,-5.4807351883645765,38.30160040354337
33,-56,-5.191902524245549,37.6214084071797
33,-57,-4.909791912148896,36.966811514268414
33,-58,-4.634005316901953,36.33654548909057
33,-59,-4.364169894717708,35.72943407864684
33,-60,-4.099935825995319,35.144381772801694
33,-61,-3.840974357837806,34.58036728128382
33,-62,-3.5869760324110884,34.03643764688176
33,-63,-3.337649080286944,33.51170292443516
33,-64,-3.092717960505596,33.00533136404199
33,-65,-2.851922031326272,32.516545044501335
33,-66,-2.615014337561433,32.04461590957788
33,-67,-2.3817605020572823,31.588862165358016
33,-68,-2.151937710328352,31.148645001903127
33,-69,-1.925333778609033,30.723365606697882
33,-70,-1.7017462966771284,30.31246244113484
34,-39,-11.736024825550674,54.609128453201095
34,-40,-11.249407104041449,53.22426463689064
34,-41,-10.78262219405678,51.90837025668051
34,-42,-10.33421413488951,50.65656388853859
34,-43,-9.90286096292318,49.464419935001395
34,-44,-9.48735944190655,48.3279168840424
34,-45,-9.08661182715265,47.24339246953078
34,-46,-8.699614354054098,46.20750468317405
34,-47,-8.325447193999798,45.21719776658749
34,-48,-7.9632656635910575,44.26967245736869
34,-49,-7.6122925080040575,43.36235988161425
34,-50,-7.271811108003296,42.492898582535936
34,-51,-6.941159483710621,41.65911425489686
34,-52,-6.619724987749317,40.85900182119558
34,-53,-6.306939596583214,40.09070954049097
34,-54,-6.00227572237077,39.35252488656642
34,-55,-5.705242478944232,38.64286197044179
34,-56,-5.415382344999066,37.960250314396006
34,-57,-5.1322681755573685,37.30332481174176
34,-58,-4.855500519508549,36.67081672947081
34,-59,-4.584705206741416,36.061545630277045
34,-60,-4.319531173235335,35.47441210694632
34,-61,-4.059648496614519,34.90839123615238
34,-62,-3.8047466182047547,34.362526670711276
34,-63,-3.554532730660987,33.83592529964416
34,-64,-3.308730312836441,33.3277524142495
34,-65,-3.0670777958046176,32.83722732601283
34,-66,-2.829327345879681,32.36361938877077
34,-67,-2.5952437521536136,31.906244383251522
34,-68,-2.3646034075188105,31.464461227065925
34,-69,-2.1371933734043993,31.03766897753173
34,-70,-1.9128105195505263,30.625304098469744
34,-71,-1.6912607311005432,30.226837965393706
35,-39,-11.978334577752667,54.99035131909329
35,-40,-11.490140166497385,53.60100040648044
35,-41,-11.021842827045683,52.28084239779056
35,-42,-10.571981881233125,51.02498005269285
35,-43,-10.139231082149836,49.82897343434857
35,-44,-9.72238329493964,48.68878800063282
35,-45,-9.320337218113737,47.60074961930879
35,-46,-8.932085834767744,46.5615054536452
35,-47,-8.556706335954505,45.56798984429671
35,-48,-8.193351301417227,44.61739445897268
35,-49,-7.841240957949275,43.70714210036317
35,-50,-7.499656364397643,42.834863660325404
35,-51,-7.16793339600364,41.998377788657606
35,-52,-6.845457420352198,41.195672911208064
35,-53,-6.531658573454476,40.42489128721113
35,-54,-6.22600755803193,39.684314841695155
35,-55,-5.928011897396871,38.972352547242195
35,-56,-5.637212587830308,38.287529161637345
35,-57,-5.353181100362171,37.62847515511203
35,-58,-5.075516689620611,36.993917683837054
35,-59,-4.803843973146108,36.382672485772225
35,-60,-4.537810749435745,35.793636591514826
35,-61,-4.277086027132467,35.225781756885226
35,-62,-4.021358241321106,34.67814853603962
35,-63,-3.77033363593174,34.149840924230915
35,-64,-3.5237347938616046,33.640021508218446
35,-65,-3.281299298674914,33.14790706997945
35,-66,-3.042778513680065,32.67276459598442
35,-67,-2.807936465862341,32.21390765002316
35,-68,-2.5765488236049072,31.770693072535884
35,-69,-2.348401958394769,31.342517973726377
35,-70,-2.1232920818098555,30.928816991502273
35,-71,-1.9010244500421052,30.529059788581453
35,-72,-1.681412629048188,30.142748765987253
